Years,Month,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
1996,???,-0.83,-7.550965517,3.246264497,2.714849822,0.918858295,10.16983498
1996,???,3.006322581,-2.751451613,5.971490588,2.597881398,0.887102969,11.78245308
1996,???,7.7071,1.187466667,8.502875063,2.937573252,0.824415392,14.05267057
1996,???,13.11732258,4.260322581,6.235737037,2.842035666,0.723899976,22.12050508
1996,???,20.92476667,10.20763333,2.506942409,3.243069356,0.548267565,25.74989023
1996,???,22.8526129,9.712,0.891864023,3.342747121,0.525848344,27.38233
1996,???,22.84632258,11.63467742,0.350466076,3.22918992,0.410456294,24.14396893
1996,???,21.17443333,10.034,0.226192673,3.498685026,0.360272134,20.40335245
1996,???,10.4886129,1.951032258,2.599811117,3.188802678,0.664023747,13.46491211
1996,???,2.920566667,-4.0459,0.944652789,2.632672986,0.737194994,10.15604543
1996,???,2.421387097,-3.559709677,0.745591806,2.824135488,0.67876113,8.025227524
1997,???,0.109290323,-6.309387097,1.189336236,3.059763956,0.795287462,8.259688793
1997,???,-0.41925,-8.150642857,1.824883066,3.156296956,0.809882084,12.53438673
1997,???,5.055580645,-2.002322581,3.542786015,2.952648943,0.800038399,14.29695016
1997,???,13.2058,5.033,3.617448457,2.595696151,0.674029954,17.77858019
1997,???,15.80029032,6.325193548,2.674401138,2.728521984,0.578777598,23.88871712
1997,???,21.92106667,11.3728,1.304655149,3.113451747,0.469784849,25.83271928
1997,???,26.98906452,14.42683871,0.127527737,3.347941852,0.324516108,29.34374847
1997,???,24.88309677,12.49216129,0.016114024,3.470048227,0.256973081,26.98068153
1997,???,20.73326667,8.6038,0,3.345606984,0.269910153,22.08729186
1997,???,14.4733871,5.584806452,0.682326518,2.777644765,0.44674173,14.23869842
1997,???,4.7343,-1.9916,1.174507026,2.492406527,0.579981061,9.22528299
1997,???,0.310193548,-6.695322581,1.006074095,2.441283998,0.716355671,7.790631782
1998,???,-2.266,-9.822612903,1.591106916,2.45425505,0.895940319,7.794246997
1998,???,-0.372964286,-6.921821429,1.804927251,2.727058201,0.898842794,10.30596839
1998,???,3.870580645,-3.033741935,2.885931584,2.777516075,0.813399108,14.12035263
1998,???,12.83146667,4.4823,3.381500388,2.689339993,0.69117654,17.46856629
1998,???,14.39022581,5.122645161,5.043854268,2.696374058,0.709335756,20.92083977
1998,???,19.87756667,9.027133333,3.23530182,2.792650114,0.577145598,25.83376816
1998,???,24.88006452,12.7773871,0.325270693,3.277124061,0.420822873,27.95700108
1998,???,24.18335484,12.85183871,0.377378056,3.149741383,0.401549885,24.59193431
1998,???,20.53746667,9.650666667,0.492582441,3.154603289,0.375843346,18.97275285
1998,???,13.39432258,3.994,0.692017038,3.030690827,0.416207137,15.24222668
1998,???,8.525866667,1.357066667,1.078749174,2.965019257,0.479651599,10.39531446
1998,???,3.588516129,-2.800612903,0.956236799,3.081943276,0.751104778,8.574178146
1999,???,3.144535714,-3.044678571,1.730162871,2.536279044,0.793571078,10.62219653
1999,???,3.446451613,-2.187322581,5.496044361,2.450932433,0.813554307,12.12091152
1999,???,9.006833333,0.648466667,4.4959267,2.850627651,0.760318154,18.18364284
1999,???,18.13112903,5.988387097,0.784132352,3.180240972,0.549225999,26.60103479
1999,???,22.00633333,9.368833333,0.458164228,3.429600797,0.439582416,27.47956611
1999,???,23.38929032,11.81948387,1.191053368,3.163903684,0.476948605,25.549216
1999,???,25.27293548,13.76470968,0.973098734,3.315570364,0.371579292,24.86480925
1999,???,20.81186667,7.910633333,0.860853224,3.435329673,0.385252651,20.16142712
1999,???,13.30267742,3.301612903,0.755005753,2.929314525,0.59280893,14.8286718
1999,???,4.236333333,-2.175266667,2.556209451,2.604963812,0.780763069,8.315230968
1999,???,2.365193548,-4.586354839,0.648104677,3.115099198,0.725644054,8.719858945
2000,???,0.186,-6.700451613,1.245486585,2.578813,0.716192013,8.823870498
2000,???,-0.504758621,-7.727586207,0.929694372,2.922658303,0.707846869,12.67462032
2000,???,5.346741935,-2.734258065,1.31907928,2.986369246,0.600990325,16.71800572
2000,???,14.78253333,5.532433333,0.942535426,3.029045873,0.458037464,21.62098251
2000,???,21.38790323,10.52912903,0.429651804,3.005763706,0.344817698,23.91677925
2000,???,23.67026667,11.3333,0.132980426,3.488670703,0.278417166,29.74132349
2000,???,25.73945161,13.03083871,0.045102651,3.41971066,0.31215684,28.84937574
2000,???,25.45493548,12.40054839,0.154467592,3.529595007,0.245686373,25.99080293
2000,???,20.5888,9.271766667,0.369672799,3.370183558,0.255656211,20.83795463
2000,???,10.5066129,3.146870968,2.967831412,2.520815411,0.591938449,11.55354296
2000,???,4.161133333,-1.7785,1.358900613,2.209683738,0.589481113,9.371107047
2000,???,2.197612903,-3.090290323,0.882007098,2.55120806,0.615660047,7.253762975
2001,???,-1.220096774,-7.171290323,1.341478673,2.591692416,0.632463087,8.962205451
2001,???,1.016035714,-6.079892857,0.876852492,2.823797134,0.747639841,12.18410195
2001,???,8.603709677,0.213741935,1.26691664,2.746335135,0.528833416,16.43805931
2001,???,15.4493,4.856433333,0.689449514,3.002513462,0.410813876,20.98381798
2001,???,22.42693548,11.32280645,0.501140419,3.128292009,0.308004649,24.81987253
